"Drug_ID","Segmented_SMILE"
"DB00198","CCO;COC;OC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C[;C[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(C;(CC;CC);C)C;)CC;CC);C)[;)[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N);N)C;)C1"
"DB00199","CC[;C[C;[C@;C@H;@H];H]1;]1O;1OC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]2;]2C;2C[;C[C;[C@;C@@;@@];@](;](C;(C);C)(;)(O;(OC;OC);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)O;)O2;O2);2)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@@;@@H;@H];H]2;]2O;2O[;O[C;[C@;C@H;@H];H](;](C;(C);C)C;)C[;C[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H]2;]2O;2O);O)N;)N(;N(C;(C);C)C;)C);C)[;)[C;[C@;C@];@](;](C;(C);C)(;)(O;(O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(C;(C);C)O"
"DB00201","CN1;N1C;1C=;C=N;=NC;NC2;C2=;2=C;=C1;C1C;1C(;C(=;(=O;=O);O)N;)N(;N(C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N2;N2C"
"DB00202","C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C;)CC;CCO;COC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CC(;C(=;(=O;=O);O)O;)OC;OCC;CC[;C[N;[N+;N+];+](;](C;(C);C)(;)(C;(C);C)C"
"DB00203","CCC;CCC;CC1;C1=;1=N;=NN;NN(;N(C;(C);C)C;)C2;C2=;2=C;=C1;C1N;1N=;N=C;=C(;C(N;(NC;NC2;C2=;2=O;=O);O)C;)C1;C1=;1=C;=CC;CC(;C(=;(=C;=CC;CC=;C=C;=C1;C1O;1OC;OCC;CC);C)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)N;)N1;N1C;1CC;CCN;CN(;N(C;(C);C)C;)CC;CC1"
"DB00204","CN(;N(C;(CC;CCO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(NS;NS(;S(C;(C);C)(;)(=;(=O;=O);O)=;)=O;=O);O)C;)C=;C=C;=C1;C1);1)C;)CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(NS;NS(;S(C;(C);C)(;)(=;(=O;=O);O)=;)=O;=O);O)C;)C=;C=C;=C1"
"DB00205","CCC;CC1;C1=;1=C;=C(;C(C;(C(;C(N;(N);N)=;)=N;=NC;NC(;C(N;(N);N)=;)=N;=N1;N1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C1"
"DB00206","[H];H][;][C;[C@;C@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(=;(=O;=O);O)C;)C3;C3=;3=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(O;(OC;OC);C)C;)C(;C(O;(OC;OC);C)=;)=C;=C3;C3);3)[;)[C;[C@;C@H;@H];H](;](O;(OC;OC);C)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(=;(=O;=O);O)O;)OC;OC);C)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])C;)C[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])N;)N(;N(C;(CC;CCC;CC3;C3=;3=C;=C1;C1N;1NC;NC1;C1=;1=C;=C3;C3C;3C=;C=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C1;C1);1)C;)C2"
"DB00207","CC[;C[C;[C@;C@H;@H];H]1;]1O;1OC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]2;]2C;2C[;C[C;[C@;C@@;@@];@](;](C;(C);C)(;)(O;(OC;OC);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)O;)O2;O2);2)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@@;@@H;@H];H]2;]2O;2O[;O[C;[C@;C@H;@H];H](;](C;(C);C)C;)C[;C[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@H;@H];H]2;]2O;2O);O)N;)N(;N(C;(C);C)C;)C);C)[;)[C;[C@;C@];@](;](C;(C);C)(;)(O;(O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)CN;CN(;N(C;(C);C)[;)[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(C;(C);C)O"
"DB00208","ClC;lC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C;1CN;CN1;N1C;1CC;CCC;CC2;C2=;2=C;=C(;C(C;(C1;C1);1)C;)C=;C=C;=CS;CS2"
"DB00209","[H];H][;][C;[C@;C@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@];@](;]([;([H;[H];H]);])(;)(C;(C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C1;C1);1)O;)OC;OC(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)[;)[N;[N+;N+];+]2;]21;21C;1CC;CCC;CCC;CC1"
"DB00210","COC;OC1;C1=;1=C;=C(;C(C;(C=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C=;C=C;=C(;C(C;(C=;C=C;=C2;C2);2)C;)C(;C(O;(O);O)=;)=O;=O);O)C;)C1;C12;12C;2CC;CC3;C3C;3CC;CC(;C(C;(CC;CC(;C(C;(C3;C3);3)C;)C1;C1);1)C;)C2"
"DB00211","COC;OC1;C1=;1=C;=CC;CC(;C(C;(C(;C(O;(O);O)C;)CN;CNC;NC(;C(=;(=O;=O);O)C;)CN;CN);N)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C1"
"DB00212","CC(;C(C;(C);C)(;)(C;(C);C)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CN=;N=C;=CN;CN1;N1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1C;1CC;CCC;CCC;CCC;CC1;C1);1)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)C1;C1C;1CC;CC1"
"DB00213","COC;OC1;C1=;1=C;=C(;C(O;(OC;OC);C)C;)C(;C(C;(CS;CS(;S(=;(=O;=O);O)C;)C2;C2=;2=N;=NC;NC3;C3=;3=C;=C(;C(N;(N2;N2);2)C;)C=;C=C;=C(;C(O;(OC;OC(;C(F;(F);F)F;)F);F)C;)C=;C=C;=C3;C3);3)=;)=N;=NC;NC=;C=C;=C1"
"DB00214","CC(;C(C;(C);C)N;)NC;NC(;C(=;(=O;=O);O)N;)NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(N;(NC;NC2;C2=;2=C;=CC;CC=;C=C;=CC;CC(;C(C;(C);C)=;)=C;=C2;C2);2)C;)C=;C=C;=CN;CN=;N=C;=C1"
"DB00215","CN(;N(C;(C);C)C;)CC;CCC;CCC;CC1;C1(;1(O;(OC;OCC;CC2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC(;C(=;(=C;=C2;C2);2)C;)C#;C#N;#N);N)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C1"
"DB00216","CN1;N1C;1CC;CCC;CC[;C[C;[C@;C@@;@@H;@H];H]1;]1C;1CC;CC1;C1=;1=C;=CN;CNC;NC2;C2=;2=C;=C1;C1C;1C=;C=C;=C(;C(C;(CC;CCS;CS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C=;C=C;=C2"
"DB00217","CN\;N\C;\C(;C(N;(NC;NCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)=;)=N;=N/;N/C"
"DB00218","[H];H][;][C;[C@;C@];@]1;]12;12C;2CN;CN(;N(C;(C[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])N;)NC;NCC;CCC;CC2;C2);2)C;)C1;C1=;1=C;=C(;C(F;(F);F)C;)C=;C=C;=C2;C2C;2C(;C(=;(=O;=O);O)C;)C(;C(=;(=C;=CN;CN(;N(C;(C3;C3C;3CC;CC3;C3);3)C;)C2;C2=;2=C;=C1;C1O;1OC;OC);C)C;)C(;C(O;(O);O)=;)=O"
"DB00219","CC[;C[N;[N+;N+];+](;](C;(C);C)(;)(C;(CC;CC);C)C;)CC;CCO;COC;OC(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)(;)(C;(C1;C1C;1CC;CCC;CCC;CCC;CC1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00220","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CCC;CCC;CC[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)CN;CN(;N(C;(C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](C;(CS;CSC;SC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)NC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(C;(C);C)C;)C(;C(O;(O);O)=;)=C;=CC;CC=;C=C;=C1;C1);1)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C2;C2);2)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(C;(C);C)(;)(C;(C);C)C"
"DB00221","CCC;CC(;C(N;(NC;NC(;C(C;(C);C)C;)C);C)C;)C(;C(O;(O);O)C;)C1;C1=;1=C;=CC;CC(;C(O;(O);O)=;)=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB00222","CCC;CC1;C1=;1=C;=C(;C(C;(C);C)C;)CN;CN(;N(C;(C(;C(=;(=O;=O);O)N;)NC;NCC;CCC;CC2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C2;C2);2)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@H;@H];H]2;]2C;2CC;CC[;C[C;[C@;C@H;@H];H](;](C;(C);C)C;)CC;CC2;C2);2)C;)C1;C1=;1=O"
"DB00223","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(O);O)(;)(C;(C(;C(=;(=O;=O);O)C;)CO;CO);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(F;(F);F)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB00224","CC(;C(C;(C);C)(;)(C;(C);C)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1C;1CN;CN(;N(C;(CC;CC2;C2=;2=C;=CN;CN=;N=C;=CC;CC=;C=C;=C2;C2);2)C;)CC;CCN;CN1;N1C;1C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H]1;]1[;1[C;[C@;C@H;@H];H](;](O;(O);O)C;)CC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12"
"DB00226","NC(;C(N;(N);N)=;)=N;=NC;NCC;CC1;C1C;1CO;COC;OC2;C2(;2(C;(CC;CCC;CCC;CCC;CC2;C2);2)O;)O1"
"DB00227","[H];H][;][C;[C@;C@];@]1;]12;12[;2[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C=;C=C;=C1;C1C;1C=;C=C;=C[;C[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H]2;]2C;2CC;CC[;C[C;[C@;C@@;@@H;@H];H]1;]1C;1C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)CC;CC(;C(=;(=O;=O);O)O;)O1;O1);1)O;)OC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)CC"
"DB00228","FC(;C(F;(F);F)O;)OC;OC(;C(F;(F);F)(;)(F;(F);F)C;)C(;C(F;(F);F)C;)Cl"
"DB00229","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SCC;CC(;C(C;(CS;CSC;SC3;C3=;3=N;=NN;NN=;N=N;=NN;NN3;N3C;3CC;CCN;CN(;N(C;(C);C)C;)C);C)=;)=C;=C(;C(N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)C;)CC;CC1;C1=;1=C;=CS;CSC;SC(;C(N;(N);N)=;)=N;=N1;N1);1)C;)C(;C(O;(O);O)=;)=O"
"DB00230","CC(;C(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](C;(CN;CN);N)C;)CC;CC(;C(O;(O);O)=;)=O"
"DB00231","CN1;N1C;1C2;C2=;2=C;=C(;C(C;(C=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2);2)C;)C(;C(=;(=N;=NC;NC(;C(O;(O);O)C;)C1;C1=;1=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00232","CN1;N1C;1C(;C(C;(CC;CCl;Cl);l)N;)NC;NC2;C2=;2=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(C;(C=;C=C;=C2;C2S;2S1;S1(;1(=;(=O;=O);O)=;)=O;=O);O)S;)S(;S(N;(N);N)(;)(=;(=O;=O);O)=;)=O"
"DB00233","NC1;C1=;1=C;=CC;CC(;C(O;(O);O)=;)=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB00234","[H];H][;][C;[C@;C@@;@@];@](;](O;(OC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1O;1OC;OCC;CC);C)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])C;)CN;CNC;NCC;CCO;CO1"
"DB00235","CC1;C1=;1=C;=C(;C(C;(C=;C=C;=C(;C(C;(C#;C#N;#N);N)C;)C(;C(=;(=O;=O);O)N;)N1;N1);1)C;)C1;C1=;1=C;=CC;CC=;C=N;=NC;NC=;C=C;=C1"
"DB00236","BrC;rCC;CCC;CC(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C(;C(=;(=O;=O);O)C;)CC;CCB;CBr"
"DB00237","CCC;CC(;C(C;(C);C)C;)C1;C1(;1(C;(CC;CC);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB00238","CC1;C1=;1=C;=C2;C2N;2NC;NC(;C(=;(=O;=O);O)C;)C3;C3=;3=C;=C(;C(N;(N=;N=C;=CC;CC=;C=C;=C3;C3);3)N;)N(;N(C;(C3;C3C;3CC;CC3;C3);3)C;)C2;C2=;2=N;=NC;NC=;C=C;=C1"
"DB00239","ClC;lC1;C1=;1=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(C;(CO;CO\;O\N;\N=;N=C;=C(;C(/;(/C;/CN;CN2;N2C;2C=;C=C;=CN;CN=;N=C;=C2;C2);2)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2C;2Cl;Cl);l)C;)C=;C=C;=C1"
"DB00240","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(O);O)(;)(C;(C(;C(=;(=O;=O);O)C;)CO;CO);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])[;)[C;[C@;C@H;@H];H](;](C;(Cl;Cl);l)C;)CC;CC2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB00241","CC(;C(C;(C);C)C;)CC;CC1;C1(;1(C;(CC;CC=;C=C;=C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O"
"DB00242","NC1;C1=;1=C;=C2;C2N;2N=;N=C;=CN;CN(;N([;([C;[C@;C@H;@H];H]3;]3C;3C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(CO;CO);O)O;)O3;O3);3)C;)C2;C2=;2=N;=NC;NC(;C(C;(Cl;Cl);l)=;)=N;=N1"
"DB00243","COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1O;1OC;OCC;CC(;C(O;(O);O)C;)CN;CN1;N1C;1CC;CCN;CN(;N(C;(CC;CC(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=C;=C(;C(C;(C);C)C;)C=;C=C;=CC;CC=;C=C;=C2;C2C;2C);C)C;)CC;CC1"
"DB00244","NC1;C1=;1=C;=CC;CC(;C(C;(C(;C(O;(O);O)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB00245","[H];H][;][C;[C@;C@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@];@](;]([;([H;[H];H]);])(;)(C;(C[;C[C;[C@;C@@;@@];@](;]([;([H;[H];H]);])(;)(C;(C1;C1);1)O;)OC;OC(;C(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)N2;N2C"
"DB00246","ClC;lC1;C1=;1=C;=C(;C(C;(CC;CCN;CN2;N2C;2CC;CCN;CN(;N(C;(CC;CC2;C2);2)C;)C2;C2=;2=N;=NS;NSC;SC3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C23;23);3)C;)C=;C=C;=C2;C2C;2CC;CC(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=C;=C1"
"DB00247","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC3;C3=;3=C;=CN;CN(;N(C;(C);C)C;)C4;C4=;4=C;=C3;C3C;3C(;C(=;(=C;=CC;CC=;C=C;=C4;C4);4)C;)C1;C1=;1=C;=C[;C[C;[C@;C@H;@H];H](;](C;(CN;CN2;N2C;2C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NC(;C(C;(CC;CC);C)C;)CO"
"DB00248","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC3;C3=;3=C;=CN;CNC;NC4;C4=;4=C;=CC;CC=;C=C;=CC;CC(;C(=;(=C;=C3;C34;34);4)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](C;(CN;CN2;N2C;2CC;CC=;C=C;=C);C)C;)C(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CCC;CCN;CN(;N(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NCC"
"DB00250","NC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)S;)S(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C1"
"DB00251","CC(;C(C;(C);C)N;)N1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(OC;OC[;C[C;[C@;C@H;@H];H]2;]2C;2CO;CO[;O[C;[C@;C@@;@@];@](;](C;(CN;CN3;N3C;3C=;C=N;=NC;NC=;C=N;=N3;N3);3)(;)(O;(O2;O2);2)C;)C2;C2=;2=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2);2)C;)C=;C=C;=C1"
"DB00252","O=C;=C1;C1N;1NC;NC(;C(=;(=O;=O);O)C;)C(;C(N;(N1;N1);1)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00253","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@H;@H];H](;](C;(C(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](C;(C);C)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)CC;CC[;C[C;[C@;C@];@]1;]12;12C"
"DB00254","[H];H][;][C;[C@;C@@;@@];@]1;]12;12[;2[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C3;C3=;3=C;=CC;CC=;C=C;=CC;CC(;C(O;(O);O)=;)=C;=C3;C3C;3C(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(N;(N);N)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N(;N(C;(C);C)C;)C);C)[;)[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@H;@H];H]2;]2O"
"DB00255","CC\;C\C;\C(;C(=;(=C;=C(;C(\;(\C;\CC;CC);C)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1"
"DB00256","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])C;)C(;C(C;(C(;C(=;(=O;=O);O)C;)C4;C4=;4=C;=C(;C(O;(O);O)C;)C=;C=C;=CC;CC=;C=C;=C4;C4[;4[C;[C@;C@@;@@];@]3;]3(;3(C;(C);C)O;)O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@];@]1;]1(;1(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NCN;CNC;NCC;CCC;CCC;CC[;C[C;[C@;C@H;@H];H](;](N;(N);N)C;)C(;C(O;(O);O)=;)=O;=O);O)=;)=C;=C(;C(O;(O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2N(;N(C;(C);C)C"
"DB00257","ClC;lC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C;1C(;C(N;(N1;N1C;1C=;C=C;=CN;CN=;N=C;=C1;C1);1)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB00258","[Ca;Ca+;a++;++];+].;].C;.CC;CC(;C([;([O;[O-;O-];-]);])=;)=O;=O.;O.C;.CC;CC(;C([;([O;[O-;O-];-]);])=;)=O"
"DB00259","NC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)S;)S(;S(N;(N);N)(;)(=;(=O;=O);O)=;)=O"
"DB00260","N[C;[C@;C@@;@@H;@H];H]1;]1C;1CO;CON;ONC;NC1;C1=;1=O"
"DB00261","ClC;lC1;C1=;1=C;=CC;CC=;C=C;=C2;C2N;2N=;N=C;=C3;C3N;3NC;NC(;C(=;(=O;=O);O)C;)CN;CN3;N3C;3CC;CC2;C2=;2=C;=C1;C1C;1Cl"
"DB00262","ClC;lCC;CCN;CNC;NC(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CCC;CCl;Cl);l)N;)N=;N=O"
"DB00263","CC1;C1=;1=N;=NO;NOC;OC(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C2;C2);2)=;)=C;=C1;C1C"
"DB00264","COC;OCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(OC;OCC;CC(;C(O;(O);O)C;)CN;CNC;NC(;C(C;(C);C)C;)C);C)C;)C=;C=C;=C1"
